stname,countyname,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20
MI,Wexford County,70,60,52,63,51,24,7,56,5,23,1,15,0,0,8,23,17,20,39,0,2,9,10
MN,Aitkin County,55,25,9,3,14,4,1,7,6,1,6,7,0,3,4,4,3,4,2,1,3,4,7
MN,Anoka County,63,51,34,27,38,1,0,18,16,18,27,22,0,0,3,5,5,3,3,0,0,3,9
MN,Becker County,92,68,53,43,57,5,0,40,43,42,51,47,1,0,15,12,27,14,6,0,0,13,19
MN,Beltrami County,85,96,74,47,52,1,0,45,30,49,46,55,0,0,7,5,10,6,1,0,0,20,17
MN,Benton County,83,63,50,55,74,17,0,63,37,44,47,52,0,0,17,20,26,27,33,1,1,20,30
MN,Blue Earth County,90,84,65,69,56,1,1,34,38,41,56,53,0,1,29,20,21,33,17,6,1,28,46
MN,Brown County,76,75,48,43,65,1,1,40,43,35,47,55,0,1,27,37,30,26,24,2,1,26,30
MN,Carlton County,69,64,31,44,41,4,0,30,18,18,21,22,0,0,4,12,10,4,5,1,0,4,12
MN,Carver County,54,45,23,16,26,6,1,11,7,9,13,18,0,0,4,5,5,5,5,5,0,4,8
MN,Cass County,74,68,30,40,53,4,1,43,15,27,26,43,0,0,9,3,2,0,0,0,0,2,6
MN,Chippewa County,28,22,32,25,32,0,0,15,24,8,18,28,0,0,15,6,17,8,0,3,0,7,11
MN,Chisago County,65,63,42,49,43,1,0,23,28,27,28,29,0,0,6,16,16,14,13,2,0,15,11
MN,Clay County,72,80,61,32,47,1,0,22,31,30,33,35,0,0,9,17,15,0,1,0,0,13,16
MN,Cottonwood County,58,37,35,46,32,4,10,31,35,29,48,68,0,1,25,21,28,23,22,13,7,33,49
MN,Crow Wing County,61,52,45,34,55,3,1,34,18,27,25,39,0,0,7,14,10,19,5,1,0,12,21
MN,Dakota County,63,49,29,21,33,2,0,13,9,8,16,19,0,0,2,4,2,4,0,1,0,3,6
MN,Dodge County,92,62,46,37,51,1,0,43,35,34,26,22,0,0,4,4,4,5,4,0,0,2,19
MN,Douglas County,89,89,68,73,85,7,1,61,54,62,72,85,0,2,32,39,34,28,28,34,6,50,43
MN,Faribault County,106,24,26,16,61,0,0,41,16,25,23,40,0,0,10,4,4,8,4,0,0,9,10
MN,Fillmore County,51,43,23,11,13,1,0,12,14,10,9,5,0,0,4,4,3,8,5,0,0,1,5
MN,Freeborn County,76,75,66,64,72,33,4,61,67,68,63,73,1,1,31,45,43,46,36,18,2,38,44
MN,Goodhue County,46,34,23,30,27,0,0,17,20,15,17,19,0,0,3,12,9,12,1,0,0,9,15
MN,Grant County,64,86,89,NA,23,NA,0,48,19,6,9,18,0,0,4,7,22,0,0,0,0,4,36
MN,Hennepin County,59,38,20,9,21,0,0,5,2,2,8,10,0,0,0,1,0,0,0,0,0,0,1
MN,Houston County,87,57,9,15,11,0,0,15,8,2,1,14,0,0,1,1,0,11,5,0,0,0,4
MN,Hubbard County,106,99,63,33,20,0,0,17,7,0,5,6,0,0,1,20,0,0,0,0,0,1,2
MN,Isanti County,71,66,36,34,48,6,0,32,34,33,35,51,0,0,14,10,21,16,10,5,1,13,19
MN,Itasca County,72,70,38,39,54,1,0,39,18,32,24,27,0,0,5,16,4,9,6,0,1,11,12
MN,Jackson County,59,66,52,50,61,NA,2,20,18,17,36,46,1,3,9,11,10,13,65,7,5,18,36
MN,Kanabec County,133,83,23,35,18,14,0,59,36,42,34,24,0,0,0,7,5,1,0,1,0,20,3
MN,Kandiyohi County,70,74,60,51,63,23,1,42,33,40,52,49,0,0,24,38,31,25,20,1,1,24,41
MN,Koochiching County,93,75,47,21,5,NA,NA,3,4,55,3,13,2,2,2,3,3,3,2,2,NA,3,8
MN,Lake County,44,60,22,22,12,1,2,10,9,4,1,2,1,0,1,1,16,2,2,1,1,1,1
MN,Lake of the Woods County,78,63,62,71,84,10,5,7,1,1,1,1,1,1,2,1,2,1,1,1,0,1,2
MN,Le Sueur County,55,58,36,20,27,3,0,8,7,11,12,16,0,0,4,5,7,12,4,3,1,5,16
MN,Lyon County,79,79,68,42,56,2,5,51,50,56,53,59,1,1,25,18,31,17,13,3,1,37,44
MN,Martin County,91,66,39,45,69,2,0,40,38,40,31,39,1,1,34,30,28,26,32,3,1,32,33
MN,McLeod County,59,49,35,37,51,9,2,40,28,36,41,45,0,0,21,24,27,29,24,8,1,25,33
MN,Meeker County,76,39,27,30,72,9,13,50,28,21,38,27,3,0,17,24,17,28,24,9,5,27,41
MN,Mille Lacs County,67,57,33,29,46,0,0,23,15,25,20,25,0,0,11,11,12,5,7,0,0,12,24
MN,Morrison County,56,47,33,39,39,15,8,37,23,26,30,39,0,0,19,14,22,17,16,16,2,24,35
MN,Mower County,88,85,61,47,68,4,1,45,58,36,68,59,1,1,46,55,31,27,8,13,1,11,46
MN,Nicollet County,74,81,62,44,49,1,0,48,37,36,41,53,0,0,7,17,17,15,20,1,1,32,36
MN,Nobles County,122,94,90,100,99,53,10,88,80,69,111,107,2,9,43,63,68,56,68,55,14,81,84
MN,Olmsted County,81,69,58,50,62,8,1,38,32,35,29,36,0,0,12,16,11,15,1,1,0,2,19
MN,Otter Tail County,94,90,50,33,63,3,1,50,33,42,53,48,1,1,15,15,12,12,17,1,1,13,28
MN,Pennington County,86,75,74,74,85,2,1,83,46,24,62,66,1,1,35,63,31,8,2,2,1,61,57
MN,Pine County,84,59,29,19,35,0,0,15,13,8,18,24,0,0,5,6,4,1,3,0,0,5,3
MN,Pipestone County,30,34,50,25,NA,NA,NA,53,37,50,29,34,1,2,17,24,28,42,30,NA,1,26,24
MN,Polk County,69,77,40,21,40,0,0,27,27,37,29,64,0,0,13,8,20,1,0,0,0,16,24
MN,Pope County,19,35,19,28,31,5,1,22,8,27,11,58,0,0,10,7,7,6,3,1,0,12,10
MN,Ramsey County,66,45,20,11,27,0,0,6,1,3,6,10,0,0,0,0,0,0,0,0,0,0,1
